time,kapasite_faktoru
4522,0
4523,0
4524,0.003100775
4525,0.093023255
4526,0.320155036
4527,0.477519376
4528,0.710852708
4529,0.808527126
4530,0.751162785
4531,0.756589142
4532,0.650387592
4533,0.480620151
4534,0.572093019
4535,0.357364338
4536,0.138775508
4537,0.05510204
4538,0
4539,0
4540,0
4541,0
4542,0
4543,0
4544,0
4545,0
4546,0
4547,0
4548,0.002325581
4549,0.05116279
4550,0.175510201
4551,0.440816318
4552,0.716326517
4553,0.42857142
4554,0.234693873
4555,0.0877551
4556,0.0877551
4557,0.067346937
4558,0.032653061
4559,0.069387754
4560,0.061224489
4561,0.004081633
4562,0
4563,0
4564,0
4565,0
4566,0
4567,0
4568,0
4569,0
4570,0
4571,0
4572,0.002325581
4573,0.077519379
4574,0.101550387
4575,0.129457363
4576,0.17984496
4577,0.369767439
4578,0.559689918
4579,0.436434105
4580,0.497674415
4581,0.386046509
4582,0.558139531
4583,0.248837207
4584,0.091472868
4585,0.010077519
4586,0
4587,0
4588,0
4589,0
4590,0
4591,0
4592,0
4593,0
4594,0
4595,0
4596,0.004081633
4597,0.040816326
4598,0.120408161
4599,0.248979587
4600,0.630612233
4601,0.687755089
4602,0.746938761
4603,0.375510197
4604,0.330612238
4605,0.281632648
4606,0.28571428
4607,0.291836729
4608,0.065306121
4609,0.006122449
4610,0
4611,0
4612,0
4613,0
4614,0
4615,0
4616,0
4617,0
4618,0
4619,0
4620,0.001550388
4621,0.019379845
4622,0.064341085
4623,0.125581394
4624,0.196899223
4625,0.170542634
4626,0.239534882
4627,0.197674417
4628,0.099224805
4629,0.336734687
4630,0.514285704
4631,0.348979585
4632,0.083673468
4633,0.044897958
4634,0.002040816
4635,0
4636,0
4637,0
4638,0
4639,0
4640,0
4641,0
4642,0
4643,0
4644,0.007751938
4645,0.048062015
4646,0.127131782
4647,0.189147285
4648,0.350387594
4649,0.099999999
4650,0.143410852
4651,0.175968991
4652,0.318367341
4653,0.722448966
4654,0.430612237
4655,0.138775508
4656,0.130612242
4657,0.07142857
4658,0
4659,0
4660,0
4661,0
4662,0
4663,0
4664,0
4665,0
4666,0
4667,0
4668,0.004081633
4669,0.097959182
4670,0.306122443
4671,0.173469384
4672,0.304081627
4673,0.414285706
4674,0.363265299
4675,0.397959176
4676,0.238775506
4677,0.173469384
4678,0.191836731
4679,0.038775509
4680,0.022448979
4681,0.002040816
4682,0
4683,0
4684,0
4685,0
4686,0
4687,0
4688,0
4689,0
4690,0
4691,0
4692,0.018367347
4693,0.114285712
4694,0.28571428
4695,0.516326521
4696,0.787755087
4697,0.795918352
4698,0.510204072
4699,0.316326524
4700,0.134693875
4701,0.187755098
4702,0.220408159
4703,0.361224483
4704,0.153061222
4705,0.036734693
4706,0.002040816
4707,0
4708,0
4709,0
4710,0
4711,0
4712,0
4713,0
4714,0
4715,0
4716,0.022448979
4717,0.12653061
4718,0.381632646
4719,0.585714274
4720,0.740816312
4721,0.904081615
4722,0.777551005
4723,0.781632638
4724,0.930612227
4725,0.738775496
4726,0.281632648
4727,0.193877547
4728,0.077551019
4729,0.048979591
4730,0
4731,0
4732,0
4733,0
4734,0
4735,0
4736,0
4737,0
4738,0
4739,0
4740,0.006976744
4741,0.124031007
4742,0.317054261
4743,0.198449611
4744,0.365116276
4745,0.398449609
4746,0.756589142
4747,0.689922476
4748,0.489922477
4749,0.520930229
4750,0.615503871
4751,0.410077516
4752,0.074418604
4753,0.011627907
4754,0
4755,0
4756,0
4757,0
4758,0
4759,0
4760,0
4761,0
4762,0
4763,0
4764,0.011627907
4765,0.124031007
4766,0.317829455
4767,0.543410849
4768,0.650387592
4769,0.758139529
4770,0.857364335
4771,0.622480616
4772,0.744186041
4773,0.608527127
4774,0.560465112
4775,0.36589147
4776,0.047286821
4777,0.010852713
4778,0
4779,0
4780,0
4781,0
4782,0
4783,0
4784,0
4785,0
4786,0
4787,0
4788,0.00620155
4789,0.114728681
4790,0.351937982
4791,0.533333329
4792,0.762015498
4793,0.923255807
4794,0.988372093
4795,0.971317822
4796,0.95038759
4797,0.856589141
4798,0.718604646
4799,0.503875965
4800,0.235658913
4801,0.040310077
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0
4809,0
4810,0
4811,0
4812,0.009302326
4813,0.115503875
4814,0.358139532
4815,0.567441856
4816,0.771317824
4817,0.899999993
4818,0.949612396
4819,0.924031001
4820,0.889922474
4821,0.841085265
4822,0.628682166
4823,0.460465113
4824,0.157142854
4825,0.044897958
4826,0
4827,0
4828,0
4829,0
4830,0
4831,0
4832,0
4833,0
4834,0
4835,0
4836,0.018604651
4837,0.093023255
4838,0.234883719
4839,0.316279067
4840,0.769767436
4841,0.833333327
4842,0.841860459
4843,0.908527125
4844,0.637984491
4845,0.367346932
4846,0.130612242
4847,0.281632648
4848,0.042857142
4849,0.01632653
4850,0
4851,0
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0.003875969
4861,0.049612403
4862,0.155813952
4863,0.403100772
4864,0.706201545
4865,0.889922474
4866,0.869767435
4867,0.730232553
4868,0.717054258
4869,0.733333328
4870,0.631007747
4871,0.506201547
4872,0.203100774
4873,0.037209302
4874,0
4875,0
4876,0
4877,0
4878,0
4879,0
4880,0
4881,0
4882,0
4883,0
4884,0.007751938
4885,0.099999999
4886,0.355813951
4887,0.615503871
4888,0.671317824
4889,0.803875963
4890,0.960465109
4891,0.87674418
4892,0.894573637
4893,0.827131777
4894,0.444961237
4895,0.406201547
4896,0.235658913
4897,0.045736434
4898,0
4899,0
4900,0
4901,0
4902,0
4903,0
4904,0
4905,0
4906,0
4907,0
4908,0.008527132
4909,0.10620155
4910,0.317054261
4911,0.481395345
4912,0.720930227
4913,0.77674418
4914,0.941085264
4915,0.962015497
4916,0.920930226
4917,0.774418599
4918,0.604651158
4919,0.430232555
4920,0.217829456
4921,0.058139534
4922,0.001550388
4923,0
4924,0
4925,0
4926,0
4927,0
4928,0
4929,0
4930,0
4931,0
4932,0.013178294
4933,0.10620155
4934,0.220155037
4935,0.481395345
4936,0.678294569
4937,0.780620149
4938,0.72558139
4939,0.824031002
4940,0.7992248
4941,0.723255809
4942,0.586821701
4943,0.412403098
4944,0.147286821
4945,0.040310077
4946,0
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,0
4955,0
4956,0.013953488
4957,0.124806201
4958,0.310852711
4959,0.419379842
4960,0.490697671
4961,0.440310074
4962,0.358139532
4963,0.365116276
4964,0.4620155
4965,0.395348834
4966,0.396899222
4967,0.198449611
4968,0.073469386
4969,0.036734693
4970,0
4971,0
4972,0
4973,0
4974,0
4975,0
4976,0
4977,0
4978,0
4979,0
4980,0.030232558
4981,0.06744186
4982,0.233333332
4983,0.531782942
4984,0.778294568
4985,0.575193794
4986,0.214728681
4987,0.631007747
4988,0.319379843
4989,0.425581392
4990,0.315503874
4991,0.111627906
4992,0.106976743
4993,0.02868217
4994,0.000775194
4995,0
4996,0
4997,0
4998,0
4999,0
5000,0
5001,0
5002,0
5003,0
5004,0.007751938
5005,0.063565891
5006,0.265891471
5007,0.326356587
5008,0.375968989
5009,0.592248058
5010,0.509302322
5011,0.552713174
5012,0.810077513
5013,0.85426356
5014,0.729457359
5015,0.518604647
5016,0.250387595
5017,0.052713178
5018,0.001550388
5019,0
5020,0
5021,0
5022,0
5023,0
5024,0
5025,0
5026,0
5027,0
5028,0.010852713
5029,0.108527131
5030,0.362015501
5031,0.573643407
5032,0.668217049
5033,0.859689916
5034,0.775968987
5035,0.787596893
5036,0.734883715
5037,0.762015498
5038,0.492248058
5039,0.296124029
5040,0.037984496
5041,0.027131783
5042,0
5043,0
5044,0
5045,0
5046,0
5047,0
5048,0
5049,0
5050,0
5051,0
5052,0.003875969
5053,0.025581395
5054,0.041860465
5055,0.098449612
5056,0.193798448
5057,0.340310075
5058,0.200775192
5059,0.193798448
5060,0.13488372
5061,0.162790696
5062,0.055038759
5063,0.070542635
5064,0.036434108
5065,0.012403101
5066,0
5067,0
5068,0
5069,0
5070,0
5071,0
5072,0
5073,0
5074,0
5075,0
5076,0.003875969
5077,0.087596899
5078,0.31472868
5079,0.622480616
5080,0.493798446
5081,0.575968988
5082,0.603875965
5083,0.607751933
5084,0.592248058
5085,0.550387593
5086,0.455038756
5087,0.327131781
5088,0.165891472
5089,0.032558139
5090,0
5091,0
5092,0
5093,0
5094,0
5095,0
5096,0
5097,0
5098,0
5099,0
5100,0
5101,0.037209302
5102,0.189922479
5103,0.334883718
5104,0.475968989
5105,0.555813949
5106,0.037984496
5107,0.392248059
5108,0.535658911
5109,0.540310074
5110,0.444186043
5111,0.31472868
5112,0.166666665
5113,0.047286821
5114,0
5115,0
5116,0
5117,0
5118,0
5119,0
5120,0
5121,0
5122,0
5123,0
5124,0.008527132
5125,0.106976743
5126,0.315503874
5127,0.654263561
5128,0.538759686
5129,0.683720925
5130,0.690697669
5131,0.77674418
5132,0.284496122
5133,0.443410849
5134,0.314285708
5135,0.265306117
5136,0.057142856
5137,0.002040816
5138,0
5139,0
5140,0
5141,0
5142,0
5143,0
5144,0
5145,0
5146,0
5147,0
5148,0.002325581
5149,0.091472868
5150,0.284496122
5151,0.593798445
5152,0.752713173
5153,0.889922474
5154,0.85426356
5155,0.601550383
5156,0.592248058
5157,0.128571426
5158,0.102040814
5159,0.369387748
5160,0.153061222
5161,0.053061223
5162,0
5163,0
5164,0
5165,0
5166,0
5167,0
5168,0
5169,0
5170,0
5171,0
5172,0.018604651
5173,0.144186045
5174,0.327906974
5175,0.60697674
5176,0.681395344
5177,0.75426356
5178,0.824031002
5179,0.481395345
5180,0.744961235
5181,0.851937978
5182,0.453061216
5183,0.508163255
5184,0.163265303
5185,0.046938775
5186,0.002040816
5187,0
5188,0
5189,0
5190,0
5191,0
5192,0
5193,0
5194,0
5195,0
5196,0.01627907
5197,0.119379844
5198,0.319379843
5199,0.571317825
5200,0.732558134
5201,0.873643404
5202,0.800775188
5203,0.889922474
5204,0.739534878
5205,0.720155033
5206,0.655813949
5207,0.486046508
5208,0.251162789
5209,0.055038759
5210,0.000775194
5211,0
5212,0
5213,0
5214,0
5215,0
5216,0
5217,0
5218,0
5219,0
5220,0.017054263
5221,0.114728681
5222,0.337984494
5223,0.624031003
5224,0.734108522
5225,0.86666666
5226,0.912403094
5227,0.913953482
5228,0.931007745
5229,0.822480614
5230,0.655038755
5231,0.414285706
5232,0.026530612
5233,0.051020407
5234,0.004081633
5235,0
5236,0
5237,0
5238,0
5239,0
5240,0
5241,0
5242,0
5243,0
5244,0.006976744
5245,0.109302325
5246,0.363565889
5247,0.565116275
5248,0.775193793
5249,0.824031002
5250,0.908527125
5251,0.874418598
5252,0.795348831
5253,0.848979575
5254,0.134693875
5255,0.048979591
5256,0.079591835
5257,0.030612244
5258,0.002040816
5259,0
5260,0
5261,0
5262,0
5263,0
5264,0
5265,0
5266,0
5267,0
5268,0.010852713
5269,0.06744186
5270,0.243410851
5271,0.499999996
5272,0.710852708
5273,0.720155033
5274,0.542635655
5275,0.543410849
5276,0.52945736
5277,0.667441856
5278,0.599999996
5279,0.319379843
5280,0.145736433
5281,0.075968992
5282,0.017054263
5283,0
5284,0
